fecha,año,ruta,operador,tipo vuelo,tipo aeronave,total personas a bordo,pasajeros a bordo,tripulación a bordo,cantidad de fallecidos,pasajeros fallecidos,tripulación fallecida,fallecidos en tierra,total fallecidos
1978-11-21,1978,"Near Rubio, Venezuela",Aereo el Venado,Cucuta - Arauca,Douglas C-47A,27,24,3,27,24,3,0,27
1978-11-25,1978,"Hydaburg, Alaska",Tyee Airlines,Ketchikan - Hydaburg,de Havilland DHC-2,5,4,1,5,4,1,0,5
1978-12-04,1978,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,22,20,2,2,1,1,0,2
1978-12-16,1978,"Selvapiana, Italy",Air 70,,Cessna 421 Golden Eagle,10,9,1,10,9,1,0,10
1978-12-17,1978,"Hyderabad, India",Indian Airlines,,Boeing B-737-2A8,132,126,6,1,1,0,3,4
1978-12-23,1978,"Off Cinisi, Sicily, Italy",Alitalia,Rome - Palermo,McDonnell Douglas DC-9-32,129,124,5,108,103,5,0,108
1978-12-28,1978,"Portland, Oregon",United Air Lines,Denver - Portland,McDonnell Douglas DC-8-61,189,181,8,10,8,2,0,10
1979-01-15,1979,"Minsk, Russia",Aeroflot,Tallinn - Minsk,Antonov AN-24N,13,9,5,13,8,5,0,13
1979-01-24,1979,"Bechar, Algeria",Air Algerie,,Nord 262A-44,23,20,3,14,14,0,0,14
1979-01-27,1979,"Rodez, France",Air Rouergue,,Fokker F-27 Friendship 500,6,4,2,5,3,2,0,5
1979-01-30,1979,"125 miles ENE of Tokyo, Japan",Varig,Tokyo-Los Angeles-Rio de Janeiro,Boeing B-707-326C,6,0,6,6,0,6,0,6
1979-02-08,1979,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,Bauru - Sao Paulo,Embraer 110C Bandeirante,18,16,2,18,16,2,0,18
1979-02-12,1979,"Near Kariba, Rhodesia",Air Rhodesia,Kariba - Salisbury,Vickers Viscount 748D,59,54,5,59,54,5,0,59
1979-02-12,1979,"Clarksburg, West Virginia",Allegheny Airlines,Clarksburg - Washington DC,Nord 262,25,22,3,2,1,1,0,2
1979-02-17,1979,"Manakau Harbor, New Zealand",Air New Zealand,Gisborne - Auckland -Training,Fokker F-27 Friendship 500,4,2,2,2,1,1,0,2
1979-02-19,1979,"Barentu, Ethiopia",Ethiopian Airlines,,Douglas DC-3,5,2,3,5,2,3,0,5
1979-03-01,1979,"Gulfport, Mississippi",Universal Airways,Houston - Gulfport - New Orleans,Beech BE-70,8,7,1,8,7,1,0,8
1979-03-10,1979,"Off Marina del Rey, California",Swift Aire Lines Inc.,New York - Santa Monica,Aerospatiale Nord 262A-33,7,4,3,3,1,2,0,3
1979-03-14,1979,"Bejing, China",CAAC,,Hawker Siddeley Trident 2E,12,0,12,12,0,12,32,44
1979-03-14,1979,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Amman - Doha,Boeing B-727-2D3,64,49,15,45,41,4,0,45
1979-03-17,1979,"Near Moscow, Russia",Aeroflot,Moscow - Odessa,Tupolev TU-104B,119,113,6,58,57,1,0,58
1979-03-26,1979,"Luanda, Angola",Interflug,Luanda-Berlin,Ilyushin IL-18D,10,6,4,10,6,4,0,10
1979-03-29,1979,"Ste. Foy, PQ, Canada",Quebecair,Quebec - Montreal,Fairchild F-27,24,21,3,17,14,3,0,17
1979-04-14,1979,"Off Avalon, California",Catalina Airlines,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,11,10,1,1,1,0,0,1
1979-04-18,1979,"Newark, New Jersey",New York Airways,"Newark, NJ - Flushing, NY",Sikorsky S61-L,18,15,3,3,3,0,0,3
1979-04-23,1979,"Near Cuenca, Ecuador",SAETA,Quito - Cuenca,Vickers Viscount 785D,57,52,5,57,52,5,0,57
1979-05-25,1979,"Bullen Point, Alaska",Sea Airmotive,Bullen Point - Deadhorse,de Havilland Canada DHC-4A Caribou,3,0,3,3,0,3,0,3
1979-05-25,1979,"Chicago O'Hare, Illinois",American Airlines,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,271,258,13,271,258,13,2,273
1979-05-27,1979,"Off Dakar, Senegal",Military - Mauritanian Air Force,Bouceif - Dakar,de Havilland Canada DHC-5D Buffalo,12,7,5,12,7,5,0,12
1979-05-30,1979,"Rockland, Maine",Downeast Airlines,Boston - Rockland,de Havilland DHC-6-200,18,16,2,17,15,2,0,17
1979-06-07,1979,"Near Leh, India",Military - Indian Air Force,,Hindustan Aeronautics 748-2M,27,0,27,27,0,27,0,27
1979-06-17,1979,"Hyannis, Massachusetts",Air New England,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,10,8,2,1,0,1,0,1
1979-07-11,1979,"Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,Talang Betutu - Medan,Fokker F-28 Fellowship 1000,61,57,4,61,57,4,0,61
1979-07-12,1979,"Bua, Fiji",Fiji Air Services,Suva-Nausori - Bua-Dama,Britten Norman BN-2A Trislander,9,8,1,9,8,1,0,9
1979-07-12,1979,"Anchorage, Alaska",Soldotna Air Services,"Anchorage, AK - Kenai, AK",Cessna 402B,7,6,1,7,6,1,0,7
1979-07-23,1979,"Beirut, Lebanon",Trans Mediterranean Airways,Training,Boeing 707-327C,6,0,6,6,0,6,0,6
1979-07-24,1979,"St. Croix, Virgin Islands",Prinair,St. Croix - St. Kitts,de Havilland DH-114 Heron,21,19,2,8,7,1,0,8
1979-07-31,1979,"Off Sumburgh, Shetlands, Scotland",Dan Air Services,,Hawker Siddeley HS-748-1,47,44,3,17,15,2,0,17
1979-08-02,1979,"Canton, Ohio",Private,,Cessna  501 Citation,3,2,1,1,0,1,0,1
1979-08-03,1979,"Leningrad, USSR",Aeroflot,Smolensk -	Leningrad (,LET 410M turbojet,14,12,2,14,12,2,0,14
1979-08-04,1979,"Near Panvel, India",Indian Airlines,Pune-Bombay,Hindustan Aeronautics 748 2-224,45,40,5,45,40,5,0,45
1979-08-11,1979,"Near Volgograd, Russia",Aeroflot / Aeroflot,Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev,Tupolev TU-134A / Tupolev Tu-134A,178,155,13,178,155,13,0,178
1979-08-24,1979,"Near Enisseysk, USSR",Aeroflot,Norisk - Krasnoyarsk,Antonov AN-12,16,10,6,11,5,6,0,11
1979-08-29,1979,"Near Kirsanov, Russia",Aeroflot,Kiev - Kazan,Tupolev TU-124,63,58,5,63,58,5,0,63
1979-09-03,1979,"Andema, Russia",Aeroflot,Arkhangelsk - 	Amderma,Antonov AN-24,44,37,7,40,35,5,0,40
1979-09-11,1979,"Off Taipei, Taiwan",China Airlines (Taiwan),Training,Boeing 707-324C,6,0,6,6,0,6,0,6
1979-09-14,1979,"Near Klamath Falls, Oregon",Butler Aviation Inc.,Redmond - Klamath Falls - Medford,Douglas DC-7,12,10,2,12,10,2,0,12
1979-09-14,1979,"Near Sarroch,  Italy",Aero Transporti Italiani,Alghero - Cagliari,McDonnell Douglas DC-9-32,31,27,4,31,27,4,0,31
1979-09-18,1979,"Blink Horn Point, Canada",Pacific Coastal Airlines,:  Comox-Port Hardy,Britten Norman BN-7A lslander,9,8,1,4,8,1,0,4
1979-09-19,1979,"Merced, California",Military - U.S. Air Force,Training,Boeing KC-135A,5,0,5,5,0,5,0,5
1979-09-30,1979,"Porpoise Bay, British Columbia Canada",West Coast Air,Vancouver - Sechelt,de Havilland Canada DHC-6 Twin Otter 200,16,14,2,2,1,1,0,2
1979-10-07,1979,"Athens, Greece",Swissair,Zurich - Geneva - Athens - Bombay - Beijing,McDonnell Douglas DC-8-62,156,145,11,14,14,0,0,14
1979-10-08,1979,"Covington, Kentucky",Comair,"Covington, KY - Nashville, TN",Piper PA-31,8,7,1,8,7,1,0,8
1979-10-27,1979,"Lensk, Russia",Aeroflot,Lensk -	Peleduy,Antonov An-2TP,12,10,2,3,2,1,0,3
1979-10-31,1979,"Mexico City, Mexico",Western Airlines,Los Angeles  - Mexico City,McDonnell Douglas DC-10-10,88,77,11,72,63,9,1,73
1979-11-15,1979,"Near Chicago, Illinois",American Airlines,Chicago - Washington D.C.,Boeing B-727,78,72,6,0,0,0,0,0
1979-11-16,1979,"Vologda, Russia",Aeroflot,Positioning,Yakovlev YAK-40,5,0,5,3,0,3,0,3
1979-11-18,1979,"Granger, Utah",Transamerica Airlines,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,3,0,3,3,0,3,0,3
1979-11-26,1979,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,Jeddah - Karachi,Boeing B-707-340C,156,145,11,156,145,11,0,156
1979-11-28,1979,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,Auckland - Christchurch,McDonnell Douglas DC-10-30,257,237,20,257,237,20,0,257
1979-11-30,1979,"San Andres Island, Colombia",Aerolineas La Gaviola,,Grumman G-21 Goose,9,7,2,9,7,2,0,9
1979-12-09,1979,"Cherskiy, Russia",Aeroflot,,Antonov AN-26,7,2,5,7,2,5,0,7
1979-12-12,1979,"Apolo, Bolivia",CAMBA,,Martin 404,11,,,10,,,0,10
1979-12-18,1979,"Cerro Toledo Mountain, Colombia",SATENA,Arauca - Bogota,Douglas DC-4 (C-54),21,16,5,21,16,5,0,21
1979-12-22,1979,"Near Puerto Esperanza, Peru",Fuerza Aérea del Peru,Pucallpa - Puerto Esperanza,de Havilland Canada DHC-5 Buffalo,29,24,5,29,24,5,0,29
1979-12-23,1979,"Ankara, Turkey",Turkish Airlines (THY),Ankara - Samsun,Fokker F-28 Fellowship 1000,45,41,4,41,38,3,0,41
1979-12-23,1979,"Menari, Papua New Guinea",Douglas Airways,Port Morsbey - Maanari,GAF Nomad 22B,16,14,2,16,14,2,0,16
1980-01-02,1980,Haiti,Haïti Air Inter,Port au Prince - Cape Haitien,Britten Norman BN Islander,9,8,1,9,8,1,0,9
1980-01-11,1980,Over the Atlantic Ocean,Private charter,Shreveport - Baton Rouge,Cessna 441 Conquest,2,1,1,2,1,1,0,2
1980-01-14,1980,"Shungnak, Alaska",Ambler Air Service,"Ambler, AK - Kobuk, AK",Cessna 185A,9,8,1,7,6,1,0,7
1980-01-21,1980,"Elburz Mtns., near Tehran, Iran",Iran Air,Babol Sar - Tehran,Boeing B-727-86,128,120,8,128,120,8,0,128
1980-01-23,1980,"Mt. Cemonyet,  Indonesia",Pelita Air Service,Bandung - Jakarta,CASA 212 Aviocar 100,13,10,3,13,10,3,0,13
1980-01-24,1980,"Near Mandalay, Burma",Military - Union of Burma Air Force,Mandalay - Rangoon,Fairchild FH-227H,44,,,43,,,0,43
1980-02-03,1980,"Baracoa, Cuba",Cubana de Aviacon,Moa - Baracoa,Yakovlev YAK-40,37,33,4,1,1,0,0,1
1980-02-21,1980,"Leeville, Louisiana",Rotor Airs Inc - Air Taxi,"Leeville, LA - Grand Isle, LA",Sikorsky S-62A,7,6,1,6,6,0,0,6
1980-02-21,1980,"Sydney, NSW, Australia",Advance Airlines,Sydney - Tomora,Beechcraft Super King Air 200,13,12,1,13,12,1,0,13
1980-02-22,1980,"Near Agra, India",Military - Indian Air Force,,Fairchild C-119G,47,,,46,,,1,47
1980-02-27,1980,"Manila, Philippines",China Airlines (Taiwan),Taipei - Manila,Boeing B-707-309C,135,124,11,2,2,0,0,2
1980-03-14,1980,"Near Warsaw, Poland",LOT Polish Airlines,New York City - Warsaw,Ilyushin IL-62,87,77,10,87,77,10,0,87
1980-03-14,1980,"Near Yenice, Turkey",Military - U.S. Air Force,Training,Lockheed C-130H,18,12,6,18,12,6,0,18
1980-03-21,1980,"Houston, Texas",Eagle Commuter,Houston - Brownwood,Piper PA-28-180,10,8,2,7,5,2,0,7
1980-03-21,1980,"Off Macae, Brazil",VOTEC,,Sikorsky S-76,14,,,14,,,0,14
1980-04-12,1980,"Florianopolis, Brazil",Transbrasil,Sao Paulo - Florianopolis,Boeing B-727-27C,58,50,8,55,47,8,0,55
1980-04-14,1980,"Krasnoyarsk, Russia",Aeroflot,Krasnoyarsk - Yeniseisk,Antonov An-24B,53,49,4,2,2,0,0,2
1980-04-24,1980,"Posht-i-Badam, Iran",Military - U.S. Air Force,,Lockheed EC-130E Hercules,7,0,7,5,0,5,0,5
1980-04-25,1980,"Tenerife, Canary Islands",Dan Air Services,Manchester - Tenerife,Boeing B-727-64,146,138,8,146,138,8,0,146
1980-04-27,1980,"Don Muang, Thailand",Thai Airways,Khon Kaen - Bangkok,Hawker Siddeley HS-748-2,53,49,4,44,40,4,0,44
1980-06-02,1980,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,Cochabamba-Yacuiba,Fairchild F-27J,13,10,3,13,10,3,0,13
1980-06-08,1980,"Near Matala, Angola",Lineas Aereas de Angola,Jamba-Lubango,Yakovlev YAK-40,29,25,4,29,25,4,0,29
1980-06-12,1980,"Near Dushanbe, Russia",Aeroflot,Leningrad - Dushanbe,Yakovlev YAK-40,29,25,4,29,25,4,0,29
1980-06-12,1980,"Valley, Nebraska",Air Wisconsin,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,15,13,2,13,11,2,0,13
1980-06-27,1980,"Tyrrhenian Sea,  off Ustica, Italy",Itavia,Bologna - Palermo,McDonnell Douglas DC-9-15,81,77,4,81,77,4,0,81
1980-07-08,1980,"Near Alma-Ata, Kazakhstan, USSR",Aeroflot,Alma Ata - Simferopol,Tupolev TU-154B,166,156,10,166,156,10,0,166
1980-08-01,1980,"Cerro Lilio, Mexico",Aeronaves del Peru,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,7,0,7,3,0,3,0,3
1980-08-06,1980,"Houma, Louisiana",Air Logistics,Oil Platform SS-224 - Houma LA,Bell 205A-1 helicopter,13,12,1,13,12,1,0,13
1980-08-07,1980,"Nouadhibou, Mauretania",Tarom,Bucurest  - Nouadhibou,Tupolev TU-154B-1,168,152,16,1,1,0,0,1
1980-08-19,1980,"Riyadh, Saudi Arabia",Saudi Arabian Airlines,Riyadh - Jeddah,Lockheed 1011-200 TriStar,301,287,14,301,287,14,0,301
1980-08-26,1980,"Near Jakarta, Indonesia",Bouraq Indonesia Airlines,Banjarmasin-Sjamsudin Noor  -  Jakarta,Vickers Viscount 812,37,31,6,37,31,6,0,37
1980-09-05,1980,"Near Montelimar, France",Military - Kuwait Air Force,,Lockheed L-100-20 Hercules,8,0,8,8,0,8,0,8
1980-09-10,1980,"Puerto Olaya, Colombia",Aeronorte Colombia,Barranquilla - Bogota,Douglas C-47,3,0,3,3,0,3,0,3
1980-09-12,1980,"Off Freeport, Bahamas",Florida Commuter Airlines,West Palm Beach - Freeport Grand Bahama Islands,Douglas DC-3,34,30,4,34,30,4,0,34
1980-09-14,1980,"Kindu, Zaire",Military - Force Aérienne Zaïroise,Kindu-Kinshasa,Lockheed Hercules C-130,36,31,5,36,31,5,0,36
1980-09-15,1980,"Near Medina, Saudi Arabia",Military - Royal Saudi Air Force,,Lockheed C-130E,89,81,8,89,81,8,0,89
1980-09-17,1980,"Near Kindu, Zaire",Military - Zairean Air Force,,de Havilland DHC-5 Buffalo,36,34,2,36,34,2,0,36
1980-09-30,1980,"Badakshan, Afghanistan",Military - Soviet Air Force,,Antonov AN-12V,45,,,45,,,0,45
1980-11-12,1980,"Near Cairo, Egypt",Military - U.S. Air Force,Ramstein AB - Cairo,Lockheed C-141A,13,7,6,13,7,6,0,13
1980-11-19,1980,"Seoul, South Korea",Korean Airlines,Los Angeles-Anchorage-Séoul,Boeing B-747-2B5B,226,212,14,15,9,6,0,15
1980-11-24,1980,"Near Medellin, Colombia",F.R. de la Direccion General de Ados,Bogota-Medellin,Douglas C-47A-35-DL,20,3,17,20,3,17,0,20
1980-11-28,1980,"Pecos City, Texas",Central Air Services,,Douglas DC-7B,2,0,2,2,0,2,0,2
1980-12-05,1980,"Dar es Salaam, Tanzania",Tanzania Aviation,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,10,9,1,10,9,1,0,10
1980-12-21,1980,"Near Rio Hacha, Colombia",Transportes Aereos del Caribe,Rio Hacha - Medellin,Aerospatiale Caravelle 6R,70,63,7,70,63,7,0,70
1980-12-23,1980,"Qatar, Qatar",Saudi Arabian Airlines,Dhahran - Karachi,Lockheed L-1011-200,291,271,20,2,2,0,0,2
1981-01-14,1981,"Ramstein AFB, West Germany",Military - U.S. Air Force,"Ramstein AFB - Oslo, Norway",Lockheed C-130E Hercules,11,2,7,11,2,7,0,11
1981-01-20,1981,"Spokane, Washington",Cascade Airways,Moses Lake - Spokane,Beechcraft 99A,9,7,2,7,5,2,0,7
1981-02-07,1981,"Near Leningrad, Russia",Military - Soviet Navy,Leningrad-Vladivostok,Tupolev TU-104A,52,46,6,52,46,6,0,52
1981-02-11,1981,"White Plains, New York",Private - Corporate,"White Plains, NY - Toronto, Canada - White Plains, NY",Lockheed 1339,8,6,2,8,6,2,0,8
1981-02-22,1981,"Avalon, California",Helicopter - Air Taxi,"San Pedro, CA - Avalon, CA",Sikorsky S-62A,8,7,1,2,2,0,0,2
1981-02-24,1981,"Belem, Brazil",VOTEC,Tucurui - Belem,Embraer 110P Bandeirante,14,12,2,11,9,2,0,11
1981-02-26,1981,Off Tabones Island  Philippines,Military - U.S. Air Force,Training,Lockheed MC-130E-Y,24,15,9,23,15,8,0,23
1981-03-10,1981,"Moroni, Comoro Islands",Military - French Naval Aviation,Moroni-Saint-Denis de la Réunion,Dassault-Breguet Atlantique,18,14,4,18,14,4,0,18
1981-03-15,1981,"Shemya AFB, Alaska",Military - U.S. Air Force,Eielson AFB-Shemya AFB,Boeing RC-135S,24,,,6,,,0,6
1981-03-26,1981,"Redzikowo, Poland",LOT Polish Airlines,Varsovie-Slupsk,Antonov AN-24B,52,47,5,1,1,0,0,1
1981-04-06,1981,"Laguna Soliz, Bolivia",Urcupina,,Douglas C-47A,7,4,3,7,4,3,0,7
1981-04-07,1981,"Cincinnati, Ohio",Freedom International,Cincinnati - Detroit,Learjet 23,2,0,2,1,0,1,0,1
1981-04-17,1981,"Loveland, Colorado",Air US / Private,"Denver, CO - Gillette, WY",Hadley Page 137Jetstream I / Cessna 206,19,15,4,15,12,3,0,15
1981-04-28,1981,"Pekanbaru, Indonesia",Private - Airfast Indonesia,Singapour-Pekanbaru,Douglas C-47A-5-DK,17,13,4,15,11,4,0,15
1981-04-28,1981,"Batagay, Russia",Aeroflot,Batagay - 	Lazo,Antonov An-2TP,12,10,2,12,10,2,0,12
1981-05-06,1981,"Near Fredrick, Maryland",Military - U.S. Air Force,Training,Boeing EC-135N,21,3,18,21,3,18,0,21
1981-05-07,1981,"Rio de la Plata, Argentina",Austral Lineas Aeras (Argentina),Tucuman - Buenos Aires,BAC One-Eleven 529FR,31,26,5,31,26,5,0,31
1981-05-16,1981,"Near Menongue, Angola",TAAG Angola Airlines,,Lockheed L-100-20 Hercules,4,0,4,4,0,4,0,4
1981-05-21,1981,"Pinarete Mountain, Mexico",Lineas Aereas,Puerto Escondido-Oaxaca,Convair CV-440-11,24,21,3,24,21,3,0,24
1981-05-22,1981,"Near Zumba, Ecuador",TAME,Quito-Macara,de Havilland Canada DHC-6 Twin Otter 300,18,15,3,18,15,3,0,18
1981-05-29,1981,"Cairo, Egypt",Military - Egyptian Air Force,,Lockheed C-130H Hercules,17,11,6,17,11,6,0,17
1981-06-14,1981,"Ust-Barguzin, Russia",Aeroflot,Ulan - Severomuysk,Ilyushin Il-14,48,44,4,48,44,4,0,48
1981-06-26,1981,"Nailstone, England",Dan Air Services,London - East Midlands,Hawker Siddeley HS-748,3,0,3,3,0,3,0,3
1981-07-18,1981,"Near Yerevan, Armenia",TAR,"Tehran, Iran - Larnaca, Cyprus",Canadair CL-44D4-6,4,1,3,4,1,3,0,4
1981-07-20,1981,"Mogadishu, Somalia",Somali Airlines,Mogadishu- Hargeisa,Fokker F-27 Friendship 600RF,50,44,6,50,44,6,0,50
1981-07-24,1981,Madagascar,Air Madagascar,Toamasina-Andapa,de Havilland Canada DHC-6 Twin Otter 300,19,17,2,19,17,2,0,19
1981-07-25,1981,"Caruru, Colombia",Transamazonica,,Douglas C-53D-DO,9,5,4,5,5,0,0,5
1981-07-27,1981,"Chihuahua, Mexico",Aeromexico,Monterey - Chihuahua,McDonnell Douglas DC-9-32,66,60,6,32,30,2,0,32
1981-08-22,1981,"Near Sanyi, Miao-li, Taiwan",Far Eastern Air Transport,Taipei - Kaohsiung,Boeing B-737-222,110,104,6,110,104,6,0,110
1981-08-24,1981,"Near Zavitinsk, Russia",Aeroflot / Military - Russian Air Force,Komsomol'sk-na-Amure - Blagoveshchensk,Antonov AN-24RV / Soviet Air Force TU-16,32,27,5,31,26,5,0,31
1981-08-27,1981,"Mt. Elena, Colombia",Aeropesca Colombia,Florence - Neiva,Vickers Viscount 745D,50,44,6,50,44,6,0,50
1981-08-29,1981,"Zeya, Russia",Aeroflot,Chita - Zeya,Yakovlev YAK-40,34,29,5,3,1,2,0,3
1981-09-02,1981,"Paipa, Colombia",Aereo el Venado,Paipa - Cartagena,Embraer 110P1 Bandeirante,22,19,3,21,18,3,0,21
1981-09-18,1981,"Zeleznogorsk, Russian",Aeroflot /Military - Russian,Irkutsk - Zeleznogorsk,Yakovlev YAK-40 / Mil Mi-8,40,29,11,40,29,11,0,40
1981-09-21,1981,"Nellis AFB, Nevada",Military - U.S. Air Force,"Fort Lewis, WA - Indian springs, NV",Lockheed C-130H Hercules,70,61,9,7,7,0,0,7
1981-09-22,1981,"Near Babaeski, Turkey",Military - Turkish Air Force,,Northrop F-5A,0,0,0,0,0,0,40,40
1981-09-29,1981,"Tehran, Iran",Military - Iranian Air Force,Ahwaz - Tehran,Lockheed C-130H,80,75,5,60,75,5,20,80
1981-10-01,1981,"Casper, Wyoming",Sky Train Air,"Casper, WY - McAllen, TX",Learjet 24,3,1,2,3,1,2,0,3
1981-10-06,1981,"Moerdijk, Netherlands",NLM (Nederlandse Luchtvaart Maatschappij),Rotterdam - Eindhoven - Hamburgh,Fokker F-28 Fellowship 4000,17,13,4,17,13,4,0,17
1981-10-15,1981,"Kufstein, Austria",Oefag Flugdienst,Salzbourg-Olbia,Cessna 404 Titan,9,,,9,,,0,9
1981-10-26,1981,"St. Thomas, U.S. Virgin Islands",Aerolineas Argo,Saint Croix - Saint Thomas,Lockheed L-749A Constellation,5,2,3,5,2,3,0,5
1981-10-31,1981,"Bafoussam, Cameroon",Cameroon Airlines,,de Havilland Canada DHC-6 Twin Otter 300,24,22,2,1,1,0,0,1
1981-11-08,1981,"Sierra de Guerro, Mexico",Aeromexico,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,18,12,6,18,12,6,0,18
1981-11-16,1981,"Norilsk, Russia",Aeroflot,Krasnoyarsk - Norilsk,Tupolev TU-154B-2,167,160,7,99,95,4,0,99
1981-11-19,1981,"Biratnagar, Nepal",Royal Nepal Airlines,Biratnagar-Katmandou,Pilatus PC-6/B2-H2 Turbo-Porter,10,9,1,10,9,1,0,10
1981-11-30,1981,"Castries, Saint Lucia Island",Guyana Airways,Castries-Miami,Douglas DC-6A,3,0,3,3,0,3,0,3
1981-12-01,1981,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),Ljubljana - Ajaccio,McDonnell Douglas MD-81,180,173,7,180,173,7,0,180
1981-12-05,1981,"Honolulu, Hawaii",Private - Parajump air show,"Haliive, HI  - Honolulu, HI",Beech C-45H,12,11,1,11,10,1,0,11
1981-12-16,1981,"Kuala Belait, Brunei",Bristow Helicopters,,Aerospatiale Puma,12,,,12,,,0,12
1981-12-18,1981,"Near Covenas, Colombia",ACES Colombia,Medellin-Monteria-Covenas,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0,13
1982-01-07,1982,"Near Gelendzhik, USSR",Aeroflot,Novorossiysk - Sukhumi,LET  410M Turbojet,18,16,2,18,16,2,0,18
1982-01-13,1982,"Washington, D.C.",Air Florida,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,79,74,5,74,70,4,4,78
1982-01-14,1982,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,,Antonov AN-26,73,67,6,73,67,6,0,73
1982-01-23,1982,"Logan Airport,  Boston, Massachusetts",World Airways,Newark - Boston,McDonnell Douglas DC-10-30CF,212,200,12,2,2,0,0,2
1982-01-25,1982,"Constanta, Romania",Tarom,Training,Antonov An-24RV,7,0,7,7,0,7,0,7
1982-02-03,1982,"Djibouti, Djbouti",Military - French Air Force,Training,Nord 2501 Noratlas,35,30,5,35,30,5,0,35
1982-02-06,1982,"Island of Cheju, South Korea",Military - Republic of South Korea Air Force,Seoul - Jeju,Fairchild C-123,53,47,6,53,47,6,0,53
1982-02-07,1982,"Near Srinagar, India",Military - Indian Air Force,Pathankot-Srinagar,Fairchild C-119G,23,18,5,23,18,5,0,23
1982-02-09,1982,"Mt. Ipao, Philippines",Trans Air Services,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),32,29,3,3,1,2,0,3
1982-02-09,1982,"Tokyo, Japan",Japan Air Lines,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,174,166,8,24,24,0,0,24
1982-02-19,1982,"Cerro el Tablazo, Colombia",LAC Columbia,,Douglas DC-6BF,4,0,4,4,0,4,0,4
1982-02-21,1982,"Providence, Rhode Island",Pilgrim Airlines,New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,12,10,2,1,1,0,0,1
1982-03-11,1982,"Mehamn, Norway",Wideroe's Flyveselksap,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,15,13,2,0,15
1982-03-19,1982,"Near Woodstock, Illinois",Military - U.S. Air Force,Sawyer-Chicago,Boeing KC-135C,27,23,4,27,23,4,0,27
1982-03-19,1982,"Leesburg, Florida",Private,,Beechcraft Bonanza F35,3,2,1,3,2,1,0,3
1982-03-20,1982,"Branti Airport, Indonesia",Garuda Indonesia Airlines,Bogota-Saravena,Fokker F-28 Fellowship 1000,27,23,4,27,23,4,0,27
1982-03-26,1982,"Queate, Colombia",Aeropesca Colombia,Villavicencio - Bogota,Vickers Viscount 745D,21,15,6,21,15,6,0,21
1982-04-11,1982,"Near Tanana, Alaska",Air Taxi - Tundra Copters,Banddanack - Fairbanks,Hughes 369D,3,2,1,3,2,1,0,3
1982-04-13,1982,"Near Erzurum, Turkey",Military - U.S. Air Force,Erzurum - Incirlik,Lockheed C-130H,27,19,8,27,19,8,0,27
1982-04-26,1982,"Near Yangshuo, Guangxi, China",CAAC,Guangzhou - Guilin,Hawker Siddeley Trident 2E,112,104,8,112,104,8,0,112
1982-04-30,1982,Gulf of Thailand,Okanagan Helicopters,,Sikorsky S-76,13,,,13,,,0,13
1982-05-09,1982,"Off Aden, Yemen",Alyemda,Mukalla - Aden,de Havilland Canada DHC-7-103,49,45,4,47,45,2,0,47
1982-05-12,1982,"Judsonia, Arkansas",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,7,0,7,7,0,7,0,7
1982-05-19,1982,South Atlantic Ocean,Military - Royal British Navy,,Westland Sea King HC-4 (helicopter),30,,,21,,,0,21
1982-05-25,1982,"Brazilia, Brazil",VASP,Sao Paulo - Brasilia,Boeing B-737-200,118,112,6,2,2,0,0,2
1982-05-28,1982,"Off Natuma Island, Indonesia",Pelita Air Service,,Aerospatiale 330G Puma,10,,,10,,,0,10
1982-06-01,1982,"Near Songnam-si, South Korea",Military - Republic of South Korea Air Force,Training,Fairchild C-123,53,49,4,53,49,4,0,53
1982-06-08,1982,"Near Pacatuba, Brazil",VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,137,128,9,137,128,9,0,137
